,License_Number,Reporting Period, Total_Sales , Excise_Tax_Due ,Sales_Booked,Sales_Booked_Timestamp
303,412670,2/1/2015 - 2/28/2015,"$10,464 ","$2,616 ",2/28/2015,1425081600
304,412109,2/1/2015 - 2/28/2015,$6 ,$2 ,2/28/2015,1425081600
305,416231,2/1/2015 - 2/28/2015,$4 ,$1 ,2/28/2015,1425081600
306,417055,2/1/2015 - 2/28/2015,"$25,797 ","$6,449 ",2/28/2015,1425081600
307,416562,2/1/2015 - 2/28/2015,"$3,037 ",$759 ,2/28/2015,1425081600
308,413196,2/1/2015 - 2/28/2015,$2 ,$1 ,2/28/2015,1425081600
309,416063,2/1/2015 - 2/28/2015,"$6,257 ","$1,564 ",2/28/2015,1425081600
310,416226,2/1/2015 - 2/28/2015,"$4,704 ","$1,176 ",2/28/2015,1425081600
311,412262,2/1/2015 - 2/28/2015,$71 ,$18 ,2/28/2015,1425081600
312,412866,2/1/2015 - 2/28/2015,$100 ,$25 ,2/28/2015,1425081600
313,414042,2/1/2015 - 2/28/2015,($0.03),($0.01),2/28/2015,1425081600
314,412819,2/1/2015 - 2/28/2015,$29 ,$7 ,2/28/2015,1425081600
315,416387,2/1/2015 - 2/28/2015,$0.10 ,$0.03 ,2/28/2015,1425081600
316,413622,2/1/2015 - 2/28/2015,$3 ,$1 ,2/28/2015,1425081600
317,415736,2/1/2015 - 2/28/2015,$100 ,$25 ,2/28/2015,1425081600
318,412815,2/1/2015 - 2/28/2015,"$6,833 ","$1,708 ",2/28/2015,1425081600
319,412200,2/1/2015 - 2/28/2015,"$1,344 ",$336 ,2/28/2015,1425081600
320,412031,2/1/2015 - 2/28/2015,$0.36 ,$0.09 ,2/28/2015,1425081600
321,413216,2/1/2015 - 2/28/2015,$484 ,$121 ,2/28/2015,1425081600
322,412678,2/1/2015 - 2/28/2015,"$21,282 ","$5,321 ",2/28/2015,1425081600
323,413631,2/1/2015 - 2/28/2015,"$4,682 ","$1,171 ",2/28/2015,1425081600
324,416545,2/1/2015 - 2/28/2015,"$2,565 ",$641 ,2/28/2015,1425081600
325,412615,2/1/2015 - 2/28/2015,$0.05 ,$0.01 ,2/28/2015,1425081600
326,414115,2/1/2015 - 2/28/2015,$600 ,$150 ,2/28/2015,1425081600
327,416117,2/1/2015 - 2/28/2015,"$6,230 ","$1,557 ",2/28/2015,1425081600
328,412691,2/1/2015 - 2/28/2015,"$2,754 ",$688 ,2/28/2015,1425081600
329,415719,2/1/2015 - 2/28/2015,$890 ,$223 ,2/28/2015,1425081600
330,416627,2/1/2015 - 2/28/2015,$85 ,$21 ,2/28/2015,1425081600
331,413115,2/1/2015 - 2/28/2015,$16 ,$4 ,2/28/2015,1425081600
332,412598,2/1/2015 - 2/28/2015,"$10,080 ","$2,520 ",2/28/2015,1425081600
333,417024,2/1/2015 - 2/28/2015,"$19,000 ","$4,750 ",2/28/2015,1425081600
334,414197,2/1/2015 - 2/28/2015,$163 ,$41 ,2/28/2015,1425081600
335,412764,2/1/2015 - 2/28/2015,$0.13 ,$0.03 ,2/28/2015,1425081600
336,412831,2/1/2015 - 2/28/2015,$23 ,$6 ,2/28/2015,1425081600
337,412268,2/1/2015 - 2/28/2015,$1.50 ,$0.38 ,2/28/2015,1425081600
338,412576,2/1/2015 - 2/28/2015,$20 ,$5 ,2/28/2015,1425081600
339,412681,3/1/2015 - 3/31/2015,$11 ,$3 ,3/31/2015,1427760000
340,412286,3/1/2015 - 3/31/2015,"$20,093 ","$5,023 ",3/31/2015,1427760000
341,417513,3/1/2015 - 3/31/2015,$740 ,$185 ,3/31/2015,1427760000
342,416545,3/1/2015 - 3/31/2015,"$6,291 ","$1,573 ",3/31/2015,1427760000
343,412169,3/1/2015 - 3/31/2015,"$3,000 ",$750 ,3/31/2015,1427760000
344,412337,3/1/2015 - 3/31/2015,$158 ,$39 ,3/31/2015,1427760000
345,414200,3/1/2015 - 3/31/2015,"$1,500 ",$375 ,3/31/2015,1427760000
346,412402,3/1/2015 - 3/31/2015,$1.00 ,$0.25 ,3/31/2015,1427760000
347,416627,3/1/2015 - 3/31/2015,$76 ,$19 ,3/31/2015,1427760000
348,416795,3/1/2015 - 3/31/2015,$1.00 ,$0.25 ,3/31/2015,1427760000
349,412803,3/1/2015 - 3/31/2015,$1.65 ,$0.41 ,3/31/2015,1427760000
350,417053,3/1/2015 - 3/31/2015,$500 ,$125 ,3/31/2015,1427760000
351,412831,3/1/2015 - 3/31/2015,$840 ,$210 ,3/31/2015,1427760000
352,414286,3/1/2015 - 3/31/2015,$536 ,$134 ,3/31/2015,1427760000
353,415719,3/1/2015 - 3/31/2015,"$1,792 ",$448 ,3/31/2015,1427760000
354,412904,3/1/2015 - 3/31/2015,$21 ,$5 ,3/31/2015,1427760000
355,412346,3/1/2015 - 3/31/2015,$200 ,$50 ,3/31/2015,1427760000
356,416499,3/1/2015 - 3/31/2015,"$1,034 ",$258 ,3/31/2015,1427760000
357,415707,3/1/2015 - 3/31/2015,"$3,151 ",$788 ,3/31/2015,1427760000
358,414197,3/1/2015 - 3/31/2015,"$1,000 ",$250 ,3/31/2015,1427760000
359,413665,3/1/2015 - 3/31/2015,$531 ,$133 ,3/31/2015,1427760000
360,414273,3/1/2015 - 3/31/2015,$75 ,$19 ,3/31/2015,1427760000
361,416551,3/1/2015 - 3/31/2015,$441 ,$110 ,3/31/2015,1427760000
362,415738,3/1/2015 - 3/31/2015,$491 ,$123 ,3/31/2015,1427760000
363,412764,3/1/2015 - 3/31/2015,$1.50 ,$0.38 ,3/31/2015,1427760000
364,412994,3/1/2015 - 3/31/2015,"$2,066 ",$517 ,3/31/2015,1427760000
365,412597,3/1/2015 - 3/31/2015,$0.02 ,$0.01 ,3/31/2015,1427760000
366,415449,3/1/2015 - 3/31/2015,$40 ,$10 ,3/31/2015,1427760000
367,412762,3/1/2015 - 3/31/2015,$700 ,$175 ,3/31/2015,1427760000
368,412445,3/1/2015 - 3/31/2015,"$1,148 ",$287 ,3/31/2015,1427760000
369,412053,3/1/2015 - 3/31/2015,$10 ,$3 ,3/31/2015,1427760000
370,412135,3/1/2015 - 3/31/2015,"$5,983 ","$1,496 ",3/31/2015,1427760000
371,412147,3/1/2015 - 3/31/2015,"$28,262 ","$7,065 ",3/31/2015,1427760000
372,412063,3/1/2015 - 3/31/2015,"$10,783 ","$2,696 ",3/31/2015,1427760000
373,412618,3/1/2015 - 3/31/2015,"$3,367 ",$842 ,3/31/2015,1427760000
374,412670,3/1/2015 - 3/31/2015,"$17,497 ","$4,374 ",3/31/2015,1427760000
375,412815,3/1/2015 - 3/31/2015,"$6,163 ","$1,541 ",3/31/2015,1427760000
376,413123,3/1/2015 - 3/31/2015,$0.06 ,$0.02 ,3/31/2015,1427760000
377,416539,3/1/2015 - 3/31/2015,$502 ,$126 ,3/31/2015,1427760000
378,412273,3/1/2015 - 3/31/2015,$176 ,$44 ,3/31/2015,1427760000
379,415736,3/1/2015 - 3/31/2015,"$3,214 ",$804 ,3/31/2015,1427760000
380,412409,3/1/2015 - 3/31/2015,$1.50 ,$0.38 ,3/31/2015,1427760000
381,412148,3/1/2015 - 3/31/2015,$0.17 ,$0.04 ,3/31/2015,1427760000
382,416312,3/1/2015 - 3/31/2015,$330 ,$83 ,3/31/2015,1427760000
383,412237,3/1/2015 - 3/31/2015,"$4,997 ","$1,249 ",3/31/2015,1427760000
384,412792,3/1/2015 - 3/31/2015,"$4,500 ","$1,125 ",3/31/2015,1427760000
385,416548,3/1/2015 - 3/31/2015,"$6,256 ","$1,564 ",3/31/2015,1427760000
386,413948,3/1/2015 - 3/31/2015,$349 ,$87 ,3/31/2015,1427760000
387,412623,3/1/2015 - 3/31/2015,"$2,489 ",$622 ,3/31/2015,1427760000
388,415847,3/1/2015 - 3/31/2015,"$3,515 ",$879 ,3/31/2015,1427760000
389,416231,3/1/2015 - 3/31/2015,$5 ,$1 ,3/31/2015,1427760000
390,412615,3/1/2015 - 3/31/2015,"$1,731 ",$433 ,3/31/2015,1427760000
391,412275,3/1/2015 - 3/31/2015,"$10,600 ","$2,650 ",3/31/2015,1427760000
392,417055,3/1/2015 - 3/31/2015,"$16,133 ","$4,033 ",3/31/2015,1427760000
393,413216,3/1/2015 - 3/31/2015,"$2,278 ",$570 ,3/31/2015,1427760000
394,412678,3/1/2015 - 3/31/2015,"$8,288 ","$2,072 ",3/31/2015,1427760000
395,414140,3/1/2015 - 3/31/2015,"$3,473 ",$868 ,3/31/2015,1427760000
396,413078,3/1/2015 - 3/31/2015,"$1,000 ",$250 ,3/31/2015,1427760000
397,414395,3/1/2015 - 3/31/2015,"$4,500 ","$1,125 ",3/31/2015,1427760000
398,416226,3/1/2015 - 3/31/2015,"$5,884 ","$1,471 ",3/31/2015,1427760000
399,412396,3/1/2015 - 3/31/2015,"$6,921 ","$1,730 ",3/31/2015,1427760000
400,413631,3/1/2015 - 3/31/2015,"$23,915 ","$5,979 ",3/31/2015,1427760000
401,417394,3/1/2015 - 3/31/2015,"$14,750 ","$3,687 ",3/31/2015,1427760000
402,413287,3/1/2015 - 3/31/2015,$0.25 ,$0.06 ,3/31/2015,1427760000
403,412107,3/1/2015 - 3/31/2015,"$1,147 ",$287 ,3/31/2015,1427760000
404,413718,3/1/2015 - 3/31/2015,$0.10 ,$0.03 ,3/31/2015,1427760000
405,413622,3/1/2015 - 3/31/2015,$2 ,$1 ,3/31/2015,1427760000
406,413113,3/1/2015 - 3/31/2015,"$1,892 ",$473 ,3/31/2015,1427760000
407,414271,3/1/2015 - 3/31/2015,$400 ,$100 ,3/31/2015,1427760000
408,412144,3/1/2015 - 3/31/2015,$0.08 ,$0.02 ,3/31/2015,1427760000
409,416063,3/1/2015 - 3/31/2015,$200 ,$50 ,3/31/2015,1427760000
410,412585,3/1/2015 - 3/31/2015,$255 ,$64 ,3/31/2015,1427760000
411,412016,3/1/2015 - 3/31/2015,"$2,720 ",$680 ,3/31/2015,1427760000
412,412866,3/1/2015 - 3/31/2015,"$5,500 ","$1,375 ",3/31/2015,1427760000
413,412109,3/1/2015 - 3/31/2015,$0.02 ,$0.01 ,3/31/2015,1427760000
414,412431,3/1/2015 - 3/31/2015,$0.07 ,$0.02 ,3/31/2015,1427760000
415,416117,3/1/2015 - 3/31/2015,"$2,250 ",$563 ,3/31/2015,1427760000
416,417388,3/1/2015 - 3/31/2015,"$3,979 ",$995 ,3/31/2015,1427760000
417,412218,3/1/2015 - 3/31/2015,"$1,576 ",$394 ,3/31/2015,1427760000
418,414115,3/1/2015 - 3/31/2015,$697 ,$174 ,3/31/2015,1427760000
419,412691,3/1/2015 - 3/31/2015,"$2,941 ",$735 ,3/31/2015,1427760000
420,415935,3/1/2015 - 3/31/2015,"$4,328 ","$1,082 ",3/31/2015,1427760000
421,413181,3/1/2015 - 3/31/2015,$10 ,$3 ,3/31/2015,1427760000
422,412598,3/1/2015 - 3/31/2015,"$9,490 ","$2,373 ",3/31/2015,1427760000
423,412408,4/1/2015 - 4/30/2015,$1.00 ,$0.25 ,4/30/2015,1430352000
424,412681,4/1/2015 - 4/30/2015,$14 ,$4 ,4/30/2015,1430352000
425,417513,4/1/2015 - 4/30/2015,$720 ,$180 ,4/30/2015,1430352000
426,412422,4/1/2015 - 4/30/2015,$450 ,$113 ,4/30/2015,1430352000
427,412169,4/1/2015 - 4/30/2015,"$13,081 ","$3,270 ",4/30/2015,1430352000
428,412601,4/1/2015 - 4/30/2015,$780 ,$195 ,4/30/2015,1430352000
429,412154,4/1/2015 - 4/30/2015,"$2,000 ",$500 ,4/30/2015,1430352000
430,412337,4/1/2015 - 4/30/2015,$156 ,$39 ,4/30/2015,1430352000
431,416406,4/1/2015 - 4/30/2015,"$6,565 ","$1,641 ",4/30/2015,1430352000
432,413462,4/1/2015 - 4/30/2015,"$14,683 ","$3,671 ",4/30/2015,1430352000
433,412425,4/1/2015 - 4/30/2015,"$1,500 ",$375 ,4/30/2015,1430352000
434,416627,4/1/2015 - 4/30/2015,$555 ,$139 ,4/30/2015,1430352000
435,412803,4/1/2015 - 4/30/2015,$0.03 ,$0.01 ,4/30/2015,1430352000
436,412831,4/1/2015 - 4/30/2015,"$6,975 ","$1,744 ",4/30/2015,1430352000
437,419959,4/1/2015 - 4/30/2015,$2 ,$1 ,4/30/2015,1430352000
438,414033,4/1/2015 - 4/30/2015,$500 ,$125 ,4/30/2015,1430352000
439,412439,4/1/2015 - 4/30/2015,$0.01 , $- ,4/30/2015,1430352000
440,414197,4/1/2015 - 4/30/2015,$103 ,$26 ,4/30/2015,1430352000
441,413665,4/1/2015 - 4/30/2015,$60 ,$15 ,4/30/2015,1430352000
442,416551,4/1/2015 - 4/30/2015,"$1,400 ",$350 ,4/30/2015,1430352000
443,412764,4/1/2015 - 4/30/2015,$0.22 ,$0.06 ,4/30/2015,1430352000
444,412994,4/1/2015 - 4/30/2015,"$2,741 ",$685 ,4/30/2015,1430352000
445,412670,4/1/2015 - 4/30/2015,"$10,195 ","$2,549 ",4/30/2015,1430352000
446,412597,4/1/2015 - 4/30/2015,$0.17 ,$0.04 ,4/30/2015,1430352000
447,416127,4/1/2015 - 4/30/2015,$14 ,$4 ,4/30/2015,1430352000
448,412784,4/1/2015 - 4/30/2015,"$1,424 ",$356 ,4/30/2015,1430352000
449,413038,4/1/2015 - 4/30/2015,$5 ,$1 ,4/30/2015,1430352000
450,412943,4/1/2015 - 4/30/2015,"$2,625 ",$656 ,4/30/2015,1430352000
451,412445,4/1/2015 - 4/30/2015,"$2,045 ",$511 ,4/30/2015,1430352000
452,412069,4/1/2015 - 4/30/2015,$62 ,$16 ,4/30/2015,1430352000
453,412044,4/1/2015 - 4/30/2015,$199 ,$50 ,4/30/2015,1430352000
454,412119,4/1/2015 - 4/30/2015,"$2,343 ",$586 ,4/30/2015,1430352000
455,412147,4/1/2015 - 4/30/2015,"$27,955 ","$6,989 ",4/30/2015,1430352000
456,412942,4/1/2015 - 4/30/2015,"$1,246 ",$312 ,4/30/2015,1430352000
457,412063,4/1/2015 - 4/30/2015,"$5,051 ","$1,263 ",4/30/2015,1430352000
458,412815,4/1/2015 - 4/30/2015,"$28,356 ","$7,089 ",4/30/2015,1430352000
459,412624,4/1/2015 - 4/30/2015,"$3,200 ",$800 ,4/30/2015,1430352000
460,412299,4/1/2015 - 4/30/2015,"$2,671 ",$668 ,4/30/2015,1430352000
461,415783,4/1/2015 - 4/30/2015,$10 ,$3 ,4/30/2015,1430352000
462,416562,4/1/2015 - 4/30/2015,"$7,909 ","$1,977 ",4/30/2015,1430352000
463,412096,4/1/2015 - 4/30/2015,$20 ,$5 ,4/30/2015,1430352000
464,412409,4/1/2015 - 4/30/2015,"$10,902 ","$2,726 ",4/30/2015,1430352000
465,416544,4/1/2015 - 4/30/2015,"$3,771 ",$943 ,4/30/2015,1430352000
466,415736,4/1/2015 - 4/30/2015,$269 ,$67 ,4/30/2015,1430352000
467,412148,4/1/2015 - 4/30/2015,$47 ,$12 ,4/30/2015,1430352000
468,412273,4/1/2015 - 4/30/2015,$0.23 ,$0.06 ,4/30/2015,1430352000
469,416606,4/1/2015 - 4/30/2015,$585 ,$146 ,4/30/2015,1430352000
470,416312,4/1/2015 - 4/30/2015,$300 ,$75 ,4/30/2015,1430352000
471,412295,4/1/2015 - 4/30/2015,"$9,942 ","$2,485 ",4/30/2015,1430352000
472,412720,4/1/2015 - 4/30/2015,"$2,034 ",$509 ,4/30/2015,1430352000
473,416400,4/1/2015 - 4/30/2015,"$14,118 ","$3,530 ",4/30/2015,1430352000
474,415691,4/1/2015 - 4/30/2015,$0.12 ,$0.03 ,4/30/2015,1430352000
475,416746,4/1/2015 - 4/30/2015,"$2,070 ",$518 ,4/30/2015,1430352000
476,412141,4/1/2015 - 4/30/2015,"$3,560 ",$890 ,4/30/2015,1430352000
477,412623,4/1/2015 - 4/30/2015,"$55,000 ","$13,750 ",4/30/2015,1430352000
478,413706,4/1/2015 - 4/30/2015,$151 ,$38 ,4/30/2015,1430352000
479,415847,4/1/2015 - 4/30/2015,$446 ,$112 ,4/30/2015,1430352000
480,412627,4/1/2015 - 4/30/2015,$94 ,$24 ,4/30/2015,1430352000
481,412844,4/1/2015 - 4/30/2015,$535 ,$134 ,4/30/2015,1430352000
482,412251,4/1/2015 - 4/30/2015,$3 ,$1 ,4/30/2015,1430352000
483,412275,4/1/2015 - 4/30/2015,"$9,243 ","$2,311 ",4/30/2015,1430352000
484,412540,4/1/2015 - 4/30/2015,"$11,695 ","$2,924 ",4/30/2015,1430352000
485,416089,4/1/2015 - 4/30/2015,"$11,055 ","$2,764 ",4/30/2015,1430352000
486,417055,4/1/2015 - 4/30/2015,"$10,691 ","$2,673 ",4/30/2015,1430352000
487,413216,4/1/2015 - 4/30/2015,$927 ,$232 ,4/30/2015,1430352000
488,412656,4/1/2015 - 4/30/2015,$25 ,$6 ,4/30/2015,1430352000
489,414395,4/1/2015 - 4/30/2015,"$21,321 ","$5,330 ",4/30/2015,1430352000
490,412031,4/1/2015 - 4/30/2015,$0.01 , $- ,4/30/2015,1430352000
491,414140,4/1/2015 - 4/30/2015,"$2,452 ",$613 ,4/30/2015,1430352000
492,413631,4/1/2015 - 4/30/2015,"$24,295 ","$6,074 ",4/30/2015,1430352000
493,412678,4/1/2015 - 4/30/2015,"$22,647 ","$5,662 ",4/30/2015,1430352000
494,415726,4/1/2015 - 4/30/2015,$0.04 ,$0.01 ,4/30/2015,1430352000
495,415793,4/1/2015 - 4/30/2015,$681 ,$170 ,4/30/2015,1430352000
496,413287,4/1/2015 - 4/30/2015,$0.14 ,$0.04 ,4/30/2015,1430352000
497,412107,4/1/2015 - 4/30/2015,$950 ,$238 ,4/30/2015,1430352000
498,413941,4/1/2015 - 4/30/2015,"$7,577 ","$1,894 ",4/30/2015,1430352000
499,412403,4/1/2015 - 4/30/2015,$100 ,$25 ,4/30/2015,1430352000
500,416063,4/1/2015 - 4/30/2015,"$5,286 ","$1,321 ",4/30/2015,1430352000
501,412155,4/1/2015 - 4/30/2015,$1.00 ,$0.25 ,4/30/2015,1430352000
502,413113,4/1/2015 - 4/30/2015,"$3,660 ",$915 ,4/30/2015,1430352000
503,414271,4/1/2015 - 4/30/2015,$250 ,$63 ,4/30/2015,1430352000
504,413130,4/1/2015 - 4/30/2015,$77 ,$19 ,4/30/2015,1430352000
505,412688,4/1/2015 - 4/30/2015,$23 ,$6 ,4/30/2015,1430352000
506,412866,4/1/2015 - 4/30/2015,$1.00 ,$0.25 ,4/30/2015,1430352000
507,412106,4/1/2015 - 4/30/2015,$8 ,$2 ,4/30/2015,1430352000
508,412016,4/1/2015 - 4/30/2015,$10 ,$3 ,4/30/2015,1430352000
509,412384,4/1/2015 - 4/30/2015,$14 ,$3 ,4/30/2015,1430352000
510,414041,4/1/2015 - 4/30/2015,"$1,690 ",$423 ,4/30/2015,1430352000
511,412901,4/1/2015 - 4/30/2015,"$2,282 ",$571 ,4/30/2015,1430352000
512,416117,4/1/2015 - 4/30/2015,"$2,512 ",$628 ,4/30/2015,1430352000
513,412218,4/1/2015 - 4/30/2015,"$1,462 ",$366 ,4/30/2015,1430352000
514,414115,4/1/2015 - 4/30/2015,($517),($129),4/30/2015,1430352000
515,412235,4/1/2015 - 4/30/2015,"$1,815 ",$454 ,4/30/2015,1430352000
516,412691,4/1/2015 - 4/30/2015,"$16,797 ","$4,199 ",4/30/2015,1430352000
517,412436,4/1/2015 - 4/30/2015,$67 ,$17 ,4/30/2015,1430352000
518,413719,4/1/2015 - 4/30/2015,$0.34 ,$0.09 ,4/30/2015,1430352000
519,416106,4/1/2015 - 4/30/2015,$1.00 ,$0.25 ,4/30/2015,1430352000
520,417156,4/1/2015 - 4/30/2015,"$1,400 ",$350 ,4/30/2015,1430352000
521,416502,4/1/2015 - 4/30/2015,$10 ,$3 ,4/30/2015,1430352000
522,412598,4/1/2015 - 4/30/2015,"$31,383 ","$7,846 ",4/30/2015,1430352000
523,413718,4/1/2015 - 4/30/2015,$0.10 ,$0.03 ,4/30/2015,1430352000
524,412286,4/1/2015 - 4/30/2015,"$27,737 ","$6,934 ",4/30/2015,1430352000
525,416795,4/1/2015 - 4/30/2015,$26 ,$7 ,4/30/2015,1430352000
526,416545,4/1/2015 - 4/30/2015,$37 ,$9 ,4/30/2015,1430352000
527,413032,4/1/2015 - 4/30/2015,"$6,156 ","$1,539 ",4/30/2015,1430352000
528,412408,5/1/2015 - 5/31/2015,$5 ,$1 ,5/31/2015,1433030400
529,412422,5/1/2015 - 5/31/2015,"$4,450 ","$1,113 ",5/31/2015,1433030400
530,417395,5/1/2015 - 5/31/2015,"$2,760 ",$690 ,5/31/2015,1433030400
531,412169,5/1/2015 - 5/31/2015,"$8,231 ","$2,058 ",5/31/2015,1433030400
532,412604,5/1/2015 - 5/31/2015,"$2,349 ",$587 ,5/31/2015,1433030400
533,412601,5/1/2015 - 5/31/2015,"$5,142 ","$1,285 ",5/31/2015,1433030400
534,412154,5/1/2015 - 5/31/2015,$2 ,$1 ,5/31/2015,1433030400
535,414200,5/1/2015 - 5/31/2015,"$1,500 ",$375 ,5/31/2015,1433030400
536,416406,5/1/2015 - 5/31/2015,"$2,205 ",$551 ,5/31/2015,1433030400
537,413462,5/1/2015 - 5/31/2015,"$17,696 ","$4,424 ",5/31/2015,1433030400
538,415857,5/1/2015 - 5/31/2015,$10 ,$3 ,5/31/2015,1433030400
539,416627,5/1/2015 - 5/31/2015,$80 ,$20 ,5/31/2015,1433030400
540,413950,5/1/2015 - 5/31/2015,$100 ,$25 ,5/31/2015,1433030400
541,412538,5/1/2015 - 5/31/2015,"$4,797 ","$1,199 ",5/31/2015,1433030400
542,419959,5/1/2015 - 5/31/2015,$12 ,$3 ,5/31/2015,1433030400
543,412964,5/1/2015 - 5/31/2015,"$1,500 ",$375 ,5/31/2015,1433030400
544,415971,5/1/2015 - 5/31/2015,$310 ,$78 ,5/31/2015,1433030400
545,412053,5/1/2015 - 5/31/2015,$33 ,$8 ,5/31/2015,1433030400
546,412135,5/1/2015 - 5/31/2015,$1.00 ,$0.25 ,5/31/2015,1433030400
547,412439,5/1/2015 - 5/31/2015,"$1,050 ",$263 ,5/31/2015,1433030400
548,412346,5/1/2015 - 5/31/2015,$800 ,$200 ,5/31/2015,1433030400
549,413712,5/1/2015 - 5/31/2015,$100 ,$25 ,5/31/2015,1433030400
550,416499,5/1/2015 - 5/31/2015,"$1,695 ",$424 ,5/31/2015,1433030400
551,412126,5/1/2015 - 5/31/2015,"$6,619 ","$1,655 ",5/31/2015,1433030400
552,414197,5/1/2015 - 5/31/2015,$238 ,$60 ,5/31/2015,1433030400
553,413665,5/1/2015 - 5/31/2015,$100 ,$25 ,5/31/2015,1433030400
554,417274,5/1/2015 - 5/31/2015,"$1,275 ",$319 ,5/31/2015,1433030400
555,416551,5/1/2015 - 5/31/2015,$200 ,$50 ,5/31/2015,1433030400
556,412515,5/1/2015 - 5/31/2015,$900 ,$225 ,5/31/2015,1433030400
557,412226,5/1/2015 - 5/31/2015,$4 ,$1 ,5/31/2015,1433030400
558,416519,5/1/2015 - 5/31/2015,$1.00 ,$0.25 ,5/31/2015,1433030400
559,412875,5/1/2015 - 5/31/2015,$2 ,$1 ,5/31/2015,1433030400
560,412400,5/1/2015 - 5/31/2015,$255 ,$64 ,5/31/2015,1433030400
561,417142,5/1/2015 - 5/31/2015,$120 ,$30 ,5/31/2015,1433030400
562,412268,5/1/2015 - 5/31/2015,$504 ,$126 ,5/31/2015,1433030400
563,415738,5/1/2015 - 5/31/2015,$15 ,$4 ,5/31/2015,1433030400
564,412994,5/1/2015 - 5/31/2015,"$2,041 ",$510 ,5/31/2015,1433030400
565,412670,5/1/2015 - 5/31/2015,"$2,518 ",$630 ,5/31/2015,1433030400
566,412778,5/1/2015 - 5/31/2015,"$8,994 ","$2,248 ",5/31/2015,1433030400
567,412573,5/1/2015 - 5/31/2015,$450 ,$113 ,5/31/2015,1433030400
568,417082,5/1/2015 - 5/31/2015,$58 ,$14 ,5/31/2015,1433030400
569,413163,5/1/2015 - 5/31/2015,"$7,600 ","$1,900 ",5/31/2015,1433030400
570,412784,5/1/2015 - 5/31/2015,"$4,106 ","$1,027 ",5/31/2015,1433030400
571,412144,5/1/2015 - 5/31/2015,"$1,033 ",$258 ,5/31/2015,1433030400
572,413038,5/1/2015 - 5/31/2015,$5 ,$1 ,5/31/2015,1433030400
573,412943,5/1/2015 - 5/31/2015,"$1,283 ",$321 ,5/31/2015,1433030400
574,412445,5/1/2015 - 5/31/2015,"$1,361 ",$340 ,5/31/2015,1433030400
575,412069,5/1/2015 - 5/31/2015,$4 ,$1 ,5/31/2015,1433030400
576,412044,5/1/2015 - 5/31/2015,$2 ,$1 ,5/31/2015,1433030400
577,412078,5/1/2015 - 5/31/2015,"$2,260 ",$565 ,5/31/2015,1433030400
578,412362,5/1/2015 - 5/31/2015,$448 ,$112 ,5/31/2015,1433030400
579,412147,5/1/2015 - 5/31/2015,"$1,622 ",$406 ,5/31/2015,1433030400
580,412703,5/1/2015 - 5/31/2015,"$5,031 ","$1,258 ",5/31/2015,1433030400
581,413913,5/1/2015 - 5/31/2015,$656 ,$164 ,5/31/2015,1433030400
582,412815,5/1/2015 - 5/31/2015,"$21,967 ","$5,492 ",5/31/2015,1433030400
583,412653,5/1/2015 - 5/31/2015,"$3,320 ",$830 ,5/31/2015,1433030400
584,416544,5/1/2015 - 5/31/2015,"$1,366 ",$342 ,5/31/2015,1433030400
585,412148,5/1/2015 - 5/31/2015,$208 ,$52 ,5/31/2015,1433030400
586,415695,5/1/2015 - 5/31/2015,$0.14 ,$0.04 ,5/31/2015,1433030400
587,416606,5/1/2015 - 5/31/2015,"$1,500 ",$375 ,5/31/2015,1433030400
588,416312,5/1/2015 - 5/31/2015,$250 ,$63 ,5/31/2015,1433030400
589,415986,5/1/2015 - 5/31/2015,$120 ,$30 ,5/31/2015,1433030400
590,416400,5/1/2015 - 5/31/2015,"$16,665 ","$4,166 ",5/31/2015,1433030400
591,416548,5/1/2015 - 5/31/2015,$0.26 ,$0.07 ,5/31/2015,1433030400
592,416746,5/1/2015 - 5/31/2015,"$3,195 ",$799 ,5/31/2015,1433030400
593,412141,5/1/2015 - 5/31/2015,"$3,554 ",$888 ,5/31/2015,1433030400
594,413948,5/1/2015 - 5/31/2015,$4 ,$1 ,5/31/2015,1433030400
595,412623,5/1/2015 - 5/31/2015,$773 ,$193 ,5/31/2015,1433030400
596,415847,5/1/2015 - 5/31/2015,$145 ,$36 ,5/31/2015,1433030400
597,412627,5/1/2015 - 5/31/2015,$40 ,$10 ,5/31/2015,1433030400
598,412615,5/1/2015 - 5/31/2015,"$4,606 ","$1,152 ",5/31/2015,1433030400
599,412251,5/1/2015 - 5/31/2015,$12 ,$3 ,5/31/2015,1433030400
600,412275,5/1/2015 - 5/31/2015,"$3,144 ",$786 ,5/31/2015,1433030400
601,416968,5/1/2015 - 5/31/2015,$737 ,$184 ,5/31/2015,1433030400
602,416089,5/1/2015 - 5/31/2015,"$1,850 ",$463 ,5/31/2015,1433030400
603,417055,5/1/2015 - 5/31/2015,"$11,526 ","$2,882 ",5/31/2015,1433030400
604,414395,5/1/2015 - 5/31/2015,"$14,650 ","$3,663 ",5/31/2015,1433030400
605,414140,5/1/2015 - 5/31/2015,$800 ,$200 ,5/31/2015,1433030400
606,413631,5/1/2015 - 5/31/2015,"$10,696 ","$2,674 ",5/31/2015,1433030400
607,413078,5/1/2015 - 5/31/2015,$25 ,$6 ,5/31/2015,1433030400
608,412678,5/1/2015 - 5/31/2015,"$5,017 ","$1,254 ",5/31/2015,1433030400
609,412080,5/1/2015 - 5/31/2015,$0.16 ,$0.04 ,5/31/2015,1433030400
